CASRN,DTXSID,Name,Formula,PPARg_Emax,PPARg_assay,LXR_Emax,LXR_assay,FXR_Emax,FXR_assay,PXR_Emax,PXR_assay,BCF,LogP,Predicted concentration in human blood (μM),
13655-52-2,DTXSID0045127,Alprenolol,C15H23NO2,0,0,,,0,0,0,0,23.2809,3.09685,0.00245,
51411-04-2,DTXSID7045655,Alrestatin,C14H9NO4,0,0,,,0,0,0,0,1.13501,1.56916,0.00129,
5588-16-9,DTXSID3045857,Althiazide,C11H14ClN3O4S3,0,0,,,0,0,0,0,0.620869,1.1698,0.00118,
645-05-6,DTXSID4022579,Hexamethylmelamine,C9H18N6,0,0,,,0,0,0,0,2.2182,2.72898,3.88E-06,
102121-60-8,DTXSID5040758,AM580,C22H25NO3,0,0,1.509621768,1.177034453,0,0,47.53856821,0.497538585,33.1131,3.65297,0.00575,
768-94-5,DTXSID8022117,Amantadine,C10H17N,0,0,,,0,0,0,0,106.17,2.4386,0.00153,
117-96-4,DTXSID0044521,Diatrizoic acid,C11H9I3N2O4,0,0,,,0,0,0,0, ,1.30491,2.59E-05,
20537-88-6,DTXSID8022585,Amifostine,C5H15N2O3PS,0,0,,,0,0,0,0,0.382825,0.0900943,0.00189,
125-84-8,DTXSID8022589,Aminoglutethimide,C13H16N2O2,0,0,0,0,0,0,30.4580544,0.778413812,2.41546,-1.47097,0.00147,
61-78-9,DTXSID7022590,Aminohippuric acid,C9H10N2O3,0,0,,,0,0,0,0,0.165577,-0.886433,0.00479,
924-49-2,DTXSID1045877,4-Amino-3-hydroxybutyric acid,C4H9NO3,,,,,,,,,0.34914,-3.62619,3.58E-05,
7/8/1983,DTXSID8048860,Ampyrone,C11H13N3O,0,0,,,0,0,0,0,2.99226,2.9693,0.00101,
58-55-9,DTXSID5021336,Theophylline,C7H8N4O2,0,0,0,0,0,0,0,0,1.19124,-0.0205846,0.000164,
96-50-4,DTXSID5024508,2-Aminothiazole,C3H4N2S,0,0,,,0,0,0,0,2.14289,0.379588,5.31E-05,
1951-25-3,DTXSID7022592,Amiodarone,C25H29I2NO3,0,0,,,47.65363754,0.625603161,63.87697224,1.262785066,157.761,7.56793,0.00286,
71675-85-9,DTXSID5042613,Amisulpride,C17H27N3O4S,0,0,,,0,0,0,0,3.71535,1.09932,0.00584,
68302-57-8,DTXSID2022595,Amlenanox,C16H14N2O4,0,0,,,0,0,57.14003988,2.485715385,10.9901,2.90262,0.0058,
57-43-2,DTXSID9020081,Amobarbital,C11H18N2O3,0,0,,,0,0,0,0,1.08143,2.06911,1.99E-05,
14028-44-5,DTXSID7022598,Amoxapine,C17H16ClN3O,0,0,0,0,0,0,0,0,41.9759,3.60162,0.000128,
99464-64-9,DTXSID6046474,Ampiroxicam,C20H21N3O7S,0,0,,,0,0,0,0, ,1.91471,0.00486,
120511-73-1,DTXSID9022607,Anastrozole,C17H19N5,0,0,0,0,0,0,0,0,82.6038,2.67648,0.00478,
532-11-6,DTXSID9046651,Anethole trithione,C10H8OS3,0,0,,,0,0,369.1731688,0.90873737, ,3.82077,0.00198,
72432-10-1,DTXSID5045128,Aniracetam,C12H13NO3,0,0,,,0,0,0,0,3.75837,0.388211,0.00686,
117-37-3,DTXSID3022611,Anisindione,C16H12O3,0,0,,,0,0,0,0,15.5955,2.88025,0.00259,
723-62-6,DTXSID7049427,9-Anthracenecarboxylic acid,C15H10O2,0,0,,,0,0,0,0,26.485,3.84714,0.00147,
1143-38-0,DTXSID7024538,Anthralin,C14H10O3,0,0,0,0,0,0,0,0,27.8612,3.18594,0.00336,
60-80-0,DTXSID6021117,Phenazone,C11H12N2O,0,0,0,0,0,0,0,0,12.0504,0.310658,0.00109,
86780-90-7,DTXSID9048649,Aranidipine,C19H20N2O7,0,0,,,0,0,55.87796749,1.593505979, ,2.91913,0.000861,
63-75-2,DTXSID3022617,Arecoline,C8H13NO2,0,0,,,0,0,0,0, ,0.348381,0.00135,
50-78-2,DTXSID5020108,Aspirin,C9H8O4,0,0,0,0,0,0,0,0,1.07399,1.19265,0.00189,
68844-77-9,DTXSID9020110,Astemizole,C28H31FN4O,0,0,0,0,41.596819,0.570075647,36.50206832,1.766095434,71.4496,5.58523,5.79E-05,
29122-68-7,DTXSID2022628,Atenolol,C14H22N2O3,0,0,0,0,0,0,0,0,2.208,0.159637,0.00267,
1912-24-9,DTXSID9020112,Atrazine,C8H14ClN5,0,0,0,0,0,0,56.39909789,0.677651523,8.49181,2.61148,0.000232,
123040-69-7,DTXSID7045651,Azasetron,C17H20ClN3O3,0,0,,,0,0,0,0,16.7494,1.90322,0.000754,
446-86-6,DTXSID4020119,Azathioprine,C9H7N7O2S,0,0,0,0,0,0,51.98351184,0.58430156, ,0.100957,0.00568,
123-99-9,DTXSID8021640,Nonanedioic acid,C9H16O4,0,0,0,0,0,0,0,0,1.07895,1.56991,0.00506,
86-50-0,DTXSID3020122,Azinphos-methyl,C10H12N3O3PS2,0,0,0,0,0,0,80.44325521,0.960566072,10.3514,2.74875,5.01E-05,
103-33-3,DTXSID8020123,Azobenzene,C12H10N2,0,0,0.847248113,0.541725857,0,0,0,0,97.2747,3.81947,0.00227,
27589-33-9,DTXSID7046910,Azosemide,C12H11ClN6O2S2,0,0,,,0,0,178.4732435,1.364953161,4.28549,1.49968,0.00583,
1134-47-0,DTXSID5022641,Baclofen,C10H12ClNO2,0,0,,,0,0,0,0,1.92752,-0.953937,0.000228,
1675-54-3,DTXSID6024624,Bisphenol A diglycidyl ether,C21H24O4,73.54826162,0.918305775,2.404565871,1.176791564,120.8695322,0.361364432,58.07359331,0.636582823,170.608,3.36437,0.00181,
3703-79-5,DTXSID5046144,Bamethan,C12H19NO2,,,,,,,,,21.677,2.02454,0.00114,
57-44-3,DTXSID5022643,Barbital,C8H12N2O3,0,0,,,0,0,0,0,0.333426,0.649789,0.00147,
64-65-3,DTXSID0045250,Bemegride,C8H13NO2,,,,,,,,,0.756833,0.857776,0.00676,
22781-23-3,DTXSID9032327,Bendiocarb,C11H13NO4,0,0,0,0,0,0,0,0,7.31139,1.70159,0.00162,
73-48-3,DTXSID5022647,Bendroflumethiazide,C15H14F3N3O4S2,0,0,,,0,0,0,0,1.60694,1.54064,0.000312,
1861-40-1,DTXSID3023899,Benfluralin,C13H16F3N3O4,0,0,0,0,0,0,77.7347727,1.455128398,234.963,5.28994,0.00215,
22457-89-2,DTXSID3045433,Benfotiamine,C19H23N4O6PS,0,0,,,0,0,0,0, ,1.19724,0.0018,
25057-89-0,DTXSID0023901,Bentazone,C10H12N2O3S,0,0,-1.556656574,0.842755853,0,0,0,0, ,2.33723,0.000146,
55-21-0,DTXSID0021709,Benzamide,C7H7NO,0,0,,,0,0,0,0,3.00608,0.640773,0.000387,
3562-84-3,DTXSID4022652,Benzbromarone,C17H12Br2O3,0,0,,,25.1585821,1.514807272,65.18492589,0.982925053,432.514,4.39959,0.00357,
50-32-8,DTXSID2020139,Benzo(a)pyrene,C20H12,251.1304301,1.1,,,214.336995,0.543179321,141.8309225,1.171137965,568.853,6.12888,0.00228,
9/7/1994,DTXSID8021804,Benzocaine,C9H11NO2,0,0,0,0,0,0,0,0,3.98107,1.85996,0.00721,
91-33-8,DTXSID4022658,Benzthiazide,C15H14ClN3O4S3,0,0,,,0,0,0,0,1.06905,1.73008,0.00249,
120-51-4,DTXSID8029153,Benzyl benzoate,C14H12O2,0,0,0,0,0,0,0,0,23.56,3.96773,2.70E-05,
622-78-6,DTXSID0020155,Benzyl isothiocyanate,C8H7NS,0,0,,,52.1467422,0.280218919,81.75957008,0.620027098, ,3.1587,0.000132,
85-68-7,DTXSID3020205,Benzyl butyl phthalate,C19H20O4,0,0,0,0,0,0,0,0,16.6725,4.81594,4.75E-05,
1824-50-6,DTXSID1045114,Benzylhydrochlorothiazide,C14H14ClN3O4S2,,,,,,,,,1.8578,0.93184,0.00343,
64706-54-3,DTXSID3022663,Bepridil,C24H34N2O,0,0,,,0,0,52.97128537,1.705004367,229.615,5.24208,0.00149,
484-20-8,DTXSID1025560,5-Methoxypsoralen,C12H8O4,0,0,0,0,0,0,72.39645156,0.768956227, ,1.93116,7.45E-05,
6051-87-2,DTXSID8030423,"5,6-Benzoflavone",C19H12O2,0,0,0,0,0,0,50.63343708,2.512307544,93.5406,4.77924,0.0015,
57-57-8,DTXSID8021197,beta-Propiolactone,C3H4O2,,,,,,,,, ,-0.721201,0.000306,
63659-18-7,DTXSID2022674,Betaxolol,C18H29NO3,0,0,,,0,0,0,0,28.5102,2.80983,0.00124,
88-58-4,DTXSID8041248,"2,5-Di-tert-butylbenzene-1,4-diol",C14H22O2,0,0,1.192642674,1.79102743,0,0,289.0803585,0.563839889,409.261,4.58956,0.00219,
90357-06-5,DTXSID2022678,Bicalutamide,C18H14F4N2O4S,0,0,0,0,0,0,54.8930465,1.033686317,13.6458,3.47682,0.00247,
90293-01-9,DTXSID1045663,Bifemelane,C18H23NO,0,0,,,0,0,0,0,62.3735,3.96876,0.000167,
60628-96-8,DTXSID9045631,Bifonazole,C22H18N2,0,0,,,0,0,204.6614854,0.969311222,287.078,4.77064,0.000123,
603-50-9,DTXSID1022681,Bisacodyl,C22H19NO4,0,0,,,0,0,103.9868008,0.666624076,47.9733,3.93255,0.000626,
97-18-7,DTXSID9021342,Bithionol,C12H6Cl4O2S,49.47733483,2.882462154,0,0,28.84865692,2.506941236,74.53089377,1.428464746, ,6.03285,0.000167,
59803-98-4,DTXSID3045221,"5-Bromo-N-(4,5-dihydro-1H-imidazol-2-yl)-6-Quinoxalinamine",C11H10BrN5,0,0,,,0,0,0,0,6.01174,2.22346,0.00402,
4093-35-0,DTXSID0045383,Bromopride,C14H22BrN3O2,0,0,,,0,0,0,0,6.20869,2.8281,5.30E-05,
496-67-3,DTXSID2040656,Bromisovalum,C6H11BrN2O2,0,0,,,0,0,0,0,0.597035,1.13915,0.00175,
10457-90-6,DTXSID0022690,Bromperidol,C21H23BrFNO2,0,0,,,0,0,28.93284871,1.461741521,54.5758,3.87193,0.00316,
112665-43-7,DTXSID4021397,"(+-)-7-(3,5,6-trimethyl-1,4-benzoquinon-2-yl)-7-phenylheptanoic acid",C22H26O4,0,0,,,0,0,0,0,6.28058,3.99585,0.00116,
52-51-7,DTXSID8024652,Bronopol,C3H6BrNO4,0,0,0,0,0,0,0,0, ,-0.413783,0.000285,
57801-81-7,DTXSID0022692,Brotizolam,C15H10BrClN4S,,,,,,,,,61.235,2.79034,0.00246,
521-74-4,DTXSID9045849,Broxyquinoline,C9H5Br2NO,0,0,,,0,0,177.9850128,0.97542723,43.1519,2.43752,0.000281,
841-73-6,DTXSID4048854,Bucolome,C14H22N2O3,0,0,,,0,0,0,0,2.73527,2.60196,3.17E-05,
2438-72-4,DTXSID7045368,Bufexamac,C12H17NO3,0,0,,,0,0,32.88898836,1.033686317,4.62381,2.08067,0.000156,
692-13-7,DTXSID6046420,Buformin,C6H15N5,0,0,,,0,0,0,0, ,-1.19745,0.00195,
28395-03-1,DTXSID5022699,Bumetanide,C17H20N2O5S,0,0,,,0,0,0,0,1.38995,2.82368,3.10E-05,
36505-84-7,DTXSID2022707,Buspirone,C21H31N5O2,0,0,,,0,0,46.22564387,1.033686317,10.7647,2.62929,0.000383,
55-98-1,DTXSID3020910,Busulfan,C6H14O6S2,0,0,0,0,0,0,0,0, ,-0.51855,0.00142,
149-16-6,DTXSID3045300,Butacaine,C18H30N2O2,0,0,,,0,0,0,0,12.0504,3.03081,0.000138,
94-25-7,DTXSID7022417,Butyl 4-aminobenzoate,C11H15NO2,0,0,,,0,0,53.8342389,1.109321986,5.79429,2.86919,6.81E-05,
101828-21-1,DTXSID7040657,Butenafine,C23H27N,0,0,,,0,0,72.03765993,1.125392517,741.31,5.87643,0.00229,
64241-34-5,DTXSID4048725,Cadralazine,C12H21N5O3,0,0,,,0,0,0,0,1.55955,1.04611,0.00188,
331-39-5,DTXSID5020231,"3,4-Dihydroxycinnamic acid",C9H8O4,0,0,,,0,0,0,0,0.5236,1.14918,0.000268,
8/2/1958,DTXSID0020232,Caffeine,C8H10N4O2,0,0,0,0,0,0,22.30298893,2.16930756,1.31522,-0.0709947,4.73E-05,
52-53-9,DTXSID9041152,(+/-)-Verapamil,C27H38N2O4,0,0,,,0,0,78.52601681,1.34618893,197.242,3.7907,0.00405,
76-22-2,DTXSID5030955,Camphor,C10H16O,0,0,,,0,0,0,0,55.7186,2.38432,0.00503,
145040-37-5,DTXSID5020239,Candesartan cilexetil,C33H34N6O6,0,0,,,0,0,123.8616406,0.829566334, ,4.36358,0.0048,
139481-59-7,DTXSID0022725,Candesartan,C24H20N6O3,0,0,,,0,0,0,0,3.9355,4.1427,0.0021,
521-35-7,DTXSID3048996,Cannabinol,C21H26O2,,,,,,,,,555.904,6.54714,0.00256,
298-46-4,DTXSID4022731,Carbamazepine,C15H12N2O,0,0,0,0,0,0,0,0,26.6073,2.44874,0.000274,
77-23-6,DTXSID9022734,Carbetapentane,C20H31NO3,0,0,,,0,0,72.80873648,1.173829812,71.6143,4.11449,2.13E-05,
1563-66-2,DTXSID9020249,Carbofuran,C12H15NO3,0,0,0,0,0,0,36.86172899,0.619130756,11.5878,1.97375,0.00283,
24279-91-2,DTXSID8046870,Carboquone,C15H19N3O5,,,,,,,,, ,-0.149748,0.00382,
78-44-4,DTXSID8024733,Carisoprodol,C12H24N2O4,0,0,,,0,0,0,0,2.03704,2.402,0.000998,
61422-45-5,DTXSID2045941,Carmofur,C11H16FN3O3,0,0,,,0,0,86.64315667,1.600743777, ,2.62719,0.00503,
154-93-8,DTXSID8022743,"N,N'-Bis(2-chloroethyl)-N-nitrosourea",C5H9Cl2N3O2,0,0,,,0,0,0,0,1.08893,1.52967,5.18E-05,
53716-49-7,DTXSID1045871,Carprofen,C15H12ClNO2,0,0,,,0,0,0,0,10.3514,4.8448,0.000825,
555-60-2,DTXSID7040990,Carbonyl cyanide chlorophenylhydrazone,C9H5ClN4,0,0,,,45.76946718,2.082122697,0,0,26.0615,3.379,8.62E-05,
169590-42-5,DTXSID0022777,Celecoxib,C17H14F3N3O2S,0,0,0.823325308,1.422382053,0,0,115.523153,0.910361623,38.815,3.56624,0.00409,
36653-82-4,DTXSID4027991,1-Hexadecanol,C16H34O,0,0,0,0,0,0,0,0,160.325,6.6212,0.00155,
302-17-0,DTXSID7020261,Chloral hydrate,C2H3Cl3O2,0,0,,,0,0,0,0,2.74789,0.989399,0.00105,
305-03-3,DTXSID7020263,Chlorambucil,C14H19Cl2NO2,0,0,1.115659225,0.481766546,0,0,0,0,9.81748,1.70703,0.00139,
58-25-3,DTXSID4046022,Chlordiazepoxide,C16H14ClN3O,,,,,,,,, ,2.43885,0.000129,
55-56-1,DTXSID2033314,Chlorhexidine,C22H30Cl2N10,0,0,0,0,0,0,0,0, ,0.0812243,0.00132,
80-77-3,DTXSID3022798,Chlormezanone,C11H12ClNO3S,0,0,0,0,0,0,0,0,5.05825,3.50687,2.12E-05,
58-94-6,DTXSID0022800,Chlorothiazide,C7H6ClN3O4S2,0,0,,,0,0,0,0,0.899498,-0.239686,0.00077,
773-76-2,DTXSID5022801,Chloroxine,C9H5Cl2NO,0,0,,,0,0,123.9061493,1.074975946,94.6237,2.50002,0.00235,
88-04-0,DTXSID0032316,"4-Chloro-3,5-dimethylphenol",C8H9ClO,0,0,1.288505844,0.624545595,0,0,0,0,27.38,3.26812,0.00209,
886-74-8,DTXSID5022803,Chlorphenesin carbamate,C10H12ClNO4,,,,,,,,,5.47016,0.971567,0.000194,
50-53-3,DTXSID0022808,Chlorpromazine,C17H19ClN2S,0,0,,,0,0,0,0, ,5.4084,0.000219,
94-20-2,DTXSID9020322,Chlorpropamide,C10H13ClN2O3S,0,0,0,0,0,0,0,0,3.06902,2.2686,0.00728,
101-21-3,DTXSID7020764,Chlorpropham,C10H12ClNO2,0,0,0,0,0,0,84.21951346,0.794168813,10.0693,3.50695,5.85E-06,
2921-88-2,DTXSID4020458,Chlorpyrifos,C9H11Cl3NO3PS,0,0,1.516143686,1.109613643,0,0,41.70785477,0.902267377,380.189,4.95863,0.00615,
77-36-1,DTXSID4022812,Chlorthalidone,C14H11ClN2O4S,0,0,,,0,0,0,0,4.23643,0.850179,0.00433,
95-25-0,DTXSID9022813,Chlorzoxazone,C7H4ClNO2,0,0,,,0,0,0,0,8.22243,1.41297,1.23E-05,
4940-39-0,DTXSID6045878,Chromocarb,C10H6O4,0,0,,,0,0,0,0,1.50314,1.62949,0.00233,
74772-77-3,DTXSID0040757,Ciglitizone,C18H23NO3S,0,0,,,0,0,131.0765652,1.151887656,46.5586,3.81741,0.00217,
68550-75-4,DTXSID3045140,"N-Cyclohexyl-4-((1,2-dihydro-2-oxo-6-quinolyl)oxy)-N-methylbutyramide",C20H26N2O3,0,0,,,0,0,103.6712075,1.379684454,9.90832,3.2753,0.000155,
73963-72-1,DTXSID9045132,Cilostazol,C20H27N5O2,0,0,,,0,0,106.716498,1.131536328,22.182,3.92077,4.96E-05,
54239-37-1,DTXSID2045652,Cimaterol,C12H17N3O,0,0,,,0,0,0,0,3.80189,-0.0400115,5.78E-05,
51481-61-9,DTXSID4020329,Cimetidine,C10H16N6S,0,0,,,0,0,0,0, ,0.399556,0.000229,
470-82-6,DTXSID4020616,"1,8-Cineol",C10H18O,0,0,0,0,0,0,0,0,59.9791,2.62304,0.000575,
298-57-7,DTXSID3022821,Cinnarizine,C26H28N2,0,0,,,0,0,0,0,277.332,5.76959,4.45E-05,
28657-80-9,DTXSID8022822,Cinoxacin,C12H10N2O5,0,0,,,0,0,0,0,1.3122,1.38295,5.45E-05,
52214-84-3,DTXSID8020331,"2-(4-(2,2-Dichlorocyclopropyl)phenoxy)2-methylpropanoic acid",C13H14Cl2O3,0,0,0,0,0,0,0,0,22.3872,3.69008,4.37E-05,
85721-33-1,DTXSID8022824,Ciprofloxacin,C17H18FN3O3,,,0,0,,,,,10.9648,0.280064,0.00468,
59939-16-1,DTXSID4045131,Cirazoline,C13H16N2O,0,0,,,0,0,0,0,35.156,1.96271,0.00443,
487-06-9,DTXSID1041421,"5,7-Dimethoxy-2H-chromen-2-one",C11H10O4,0,0,0.74621114,2.18407131,0,0,0,0, ,1.82378,8.00E-05,
37148-27-9,DTXSID7022833,Clenbuterol,C12H18Cl2N2O,0,0,,,0,0,0,0,31.1172,1.10726,4.12E-05,
30299-08-2,DTXSID6046638,Clinofibrate,C28H36O6,0,0,,,0,0,0,0,5.78096,5.24086,0.000303,
130-26-7,DTXSID7022837,Clioquinol,C9H5ClINO,51.29116348,1.235833431,,,29.3698972,0.237708298,182.1664304,1.25662828,152.055,2.3427,0.000132,
22316-47-8,DTXSID2046759,Clobazam,C16H13ClN2O2,,,,,,,,,25.5859,2.12256,0.00518,
2030-63-9,DTXSID7022839,Clofazimine,C27H22Cl2N4,,,,,,,,, , ,0.00564,
791-35-5,DTXSID4022789,Chlophedianol,C17H20ClNO,,,,,,,,,219.786,2.94994,0.00191,
637-07-0,DTXSID3020336,Clofibrate,C12H15ClO3,0,0,0,0,0,0,0,0,41.0204,3.45564,0.00198,
882-09-7,DTXSID1040661,Clofibric acid,C10H11ClO3,0,0,0,0,0,0,0,0,4.53942,2.57405,0.000159,
37693-01-9,DTXSID5045889,Clofoctol,C21H26Cl2O,0,0,,,0,0,70.59751899,1.774655184,2177.71,6.99271,0.00212,
911-45-5,DTXSID1022843,Clomiphene,C26H28ClNO,0,0,,,0,0,62.03685129,1.588142804,147.911,5.85526,0.00258,
303-49-1,DTXSID6022844,Clomipramine,C19H23ClN2,0,0,,,0,0,37.25515085,1.394864325,196.336,5.18904,0.000709,
4205-90-7,DTXSID6022846,Clonidine,C9H9Cl2N3,0,0,,,0,0,0,0,27.6694,1.59642,0.000237,
636-54-4,DTXSID1022847,Clopamide,C14H20ClN3O3S,,,,,,,,,4.20727,0.246695,0.00175,
23593-75-1,DTXSID7029871,Clotrimazole,C22H17ClN2,0,0,1.320864772,2.425171398,27.09654617,0.686660156,88.96000085,1.169962838,468.813,4.79987,1.48E-05,
130-16-5,DTXSID4045973,Cloxyquin,C9H6ClNO,0,0,,,0,0,0,0,33.4195,2.87336,0.00306,
56-72-4,DTXSID2020347,Coumaphos,C14H16ClO5PS,0,0,0,0,0,0,149.3661389,1.096747915, ,4.12844,2.69E-05,
106-44-5,DTXSID7021869,p-Cresol,C7H8O,0,0,0,0,0,0,0,0,9.39723,1.94036,0.00035,
483-63-6,DTXSID6040664,Crotamiton,C13H17NO,0,0,0,0,0,0,0,0,20.7014,2.92469,0.000145,
456-59-7,DTXSID4022862,Cyclandelate,C17H24O3,,,,,,,,,122.744,4.35658,0.00021,
2624-43-3,DTXSID4022866,Cyclofenil,C23H24O4,0,0,,,0,0,40.73502911,0.920328811,102.565,5.62758,0.000832,
742-20-1,DTXSID4022868,Cyclopenthiazide,C13H18ClN3O4S2,0,0,,,0,0,0,0,0.874984,1.27057,0.000139,
2259-96-3,DTXSID3022871,Cyclothiazide,C14H16ClN3O4S2,0,0,,,0,0,0,0,0.826038,1.94767,0.0015,
52315-07-8,DTXSID1023998,Cypermethrin,C22H19Cl2NO3,0,0,0.780902185,1.100967347,0,0,70.70327328,1.033686317,741.31,6.59788,2.70E-05,
129-03-3,DTXSID8022872,Cyproheptadine,C21H21N,0,0,,,0,0,35.43251771,1.033686317,32.961,4.68998,0.00483,
3/4/4342,DTXSID0020369,Dacarbazine,C6H10N6O,0,0,,,0,0,0,0,0.561048,-0.239979,0.00112,
1861-32-1,DTXSID0024000,Chlorthal-dimethyl,C10H6Cl4O4,0,0,0,0,0,0,48.89086523,0.792641186,118.032,4.27803,0.00149,
6/4/1956,DTXSID4049038,"2,4-Diamino-6-hydroxypyrimidine",C4H6N4O,0,0,,,0,0,0,0,0.264241,-0.584431,0.00101,
117-10-2,DTXSID9020328,Danthron,C14H8O4,0,0,,,0,0,91.70039428,1.241577696,34.5939,2.94353,0.000997,
80-08-0,DTXSID4020371,Dapsone,C12H12N2O2S,0,0,0,0,0,0,0,0,5.87489,0.971703,0.000509,
334-48-5,DTXSID9021554,Decanoic acid,C10H20O2,0,0,0,0,0,0,0,0,16.3682,4.0869,0.00636,
30652-11-0,DTXSID6040666,Deferiprone,C7H9NO2,,,,,,,,,0.49545,-0.766904,0.000307,
1088-11-5,DTXSID2049000,Desmethyldiazepam,C15H11ClN2O,,,,,,,,,27.1644,2.93021,0.00162,
2444-46-4,DTXSID1034769,N-Vanillylnonanamide,C17H27NO3,0,0,1.338516986,0.70888135,0,0,31.78453207,0.851324658,9.90832,2.87199,0.000707,
439-14-5,DTXSID4020406,Diazepam,C16H13ClN2O,0,0,,,0,0,78.14125473,1.033686317,60.1174,2.90527,0.00141,
333-41-5,DTXSID9020407,Diazinon,C12H21N2O3PS,0,0,-1.011328903,0.842755853,0,0,0,0,94.189,3.80885,0.00267,
364-98-7,DTXSID7022914,Diazoxide,C8H7ClN2O2S,0,0,,,0,0,0,0,4.87528,1.20031,0.000144,
132-65-0,DTXSID0047741,Dibenzothiophene,C12H8S,0,0,0,0,0,0,0,0,210.863,4.43505,0.00246,
74-95-3,DTXSID4021557,Dibromomethane,CH2Br2,0,0,0,0,0,0,0,0,3.98107,1.79111,0.00707,
85-79-0,DTXSID3045271,Dibucaine,C20H29N3O2,0,0,,,0,0,53.50636556,1.399793331,16.3305,4.40008,3.13E-05,
84-74-2,DTXSID2021781,Dibutyl phthalate,C16H22O4,0,0,0,0,0,0,0,0,11.17,4.60902,0.000112,
1918-00-9,DTXSID4024018,Dicamba,C8H6Cl2O3,0,0,0,0,0,0,0,0,4.12098,2.21198,0.00037,
1194-65-6,DTXSID5032365,Dichlobenil,C7H3Cl2N,0,0,0,0,0,0,0,0,27.9898,2.74149,0.000175,
72-55-9,DTXSID9020374,"p,p'-DDE",C14H8Cl4,0,0,1.926327529,1.19460462,0,0,60.56323089,0.6747149,17298.2,6.73301,7.20E-05,
50-29-3,DTXSID4020375,Dichlorodiphenyltrichloroethane,C14H9Cl5,0,0,1.461586056,1.321285224,0,0,55.41768851,1.10584328,13335.2,6.9101,5.65E-05,
97-23-4,DTXSID6021824,Dichlorophen,C13H10Cl2O2,0,0,1.525748562,1.648455739,23.84907768,2.196482948,111.1373231,1.084550279,98.84,4.25798,3.96E-05,
120-97-8,DTXSID1022922,Dichlorphenamide,C6H6Cl2N2O4S2,,,,,,,,,2.32274,0.867612,0.000264,
62-73-7,DTXSID5020449,Dichlorvos,C4H7Cl2O4P,0,0,0,0,0,0,0,0,3.75837,1.42945,7.95E-05,
77-19-0,DTXSID1022926,Dicyclomine,C19H35NO2,0,0,,,0,0,92.63801623,1.233215592,98.1748,4.50689,0.000182,
84-17-3,DTXSID7022382,Dienestrol,C18H18O2,0,0,,,0,0,0,0,126.474,4.00374,0.000682,
1609-47-8,DTXSID2051764,Diethyl pyrocarbonate,C6H10O5,,,0,0,,,0,0, ,0.794302,0.00226,
67-43-6,DTXSID2023434,Pentetic acid,C14H23N3O10,0,0,0,0,0,0,0,0, ,-1.56878,6.81E-05,
6898-97-1,DTXSID3040770,"(Z,E)-Diethylstilbestrol",C18H20O2,0,0,,,0,0,72.95716588,0.851528947,141.906,5.06655,0.000294,
972-02-1,DTXSID3022950,Diphenidol,C21H27NO,0,0,,,0,0,0,0,158.125,3.69461,0.00446,
22494-42-4,DTXSID5022932,Diflunisal,C13H8F2O3,35.17244227,1.724239069,,,0,0,0,0,23.0675,4.43539,0.00205,
1445-75-6,DTXSID5024051,Bis(1-methylethyl) methylphosphonate,C7H17O3P,0,0,0,0,0,0,0,0,7.07946,1.03395,0.00172,
35898-87-4,DTXSID9045425,Dilazep,C31H44N2O10,0,0,,,0,0,140.9826698,0.937774207, ,2.03765,0.000228,
59-52-9,DTXSID5040461,Dimercaprol,C3H8OS2,,,,,,,,, ,0.658692,0.00118,
695-53-4,DTXSID2020478,Dimethadione,C5H7NO3,0,0,,,0,0,0,0,0.726106,-0.656025,4.86E-05,
60-51-5,DTXSID7020479,Dimethoate,C5H12NO3PS2,0,0,0,0,0,0,0,0,3.70681,0.780537,0.000405,
23564-05-8,DTXSID1024338,Thiophanate-methyl,C12H14N4O4S2,0,0,0,0,0,0,100.88637,0.844669026,2.80543,1.39975,0.000133,
7456-24-8,DTXSID6023076,Fonazine,C19H25N3O2S2,,,,,,,,, ,3.2917,0.00109,
551-92-8,DTXSID5020497,"1,2-Dimethyl-5-nitroimidazole",C5H7N3O2,0,0,0,0,0,0,0,0,3.21366,0.307598,0.000101,
148-01-6,DTXSID6042521,Zoalene,C8H7N3O5,0,0,,,0,0,0,0,2.02768,0.361907,0.00146,
58-73-1,DTXSID4022949,Diphenhydramine,C17H21NO,0,0,,,0,0,0,0,143.219,3.27039,3.88E-05,
119-61-9,DTXSID0021961,Benzophenone,C13H10O,0,0,0,0,0,0,0,0,87.9023,3.18141,0.000368,
58-32-2,DTXSID6040668,Dipyridamole,C24H40N8O4,205.7216648,1.476700537,,,190.9835615,1.175280573,262.258343,1.056489269,2.22331,1.89017,2.25E-05,
3696-28-4,DTXSID1041897,Dipyrithione,C10H8N2O2S2,0,0,,,92.69739886,2.992205787,0,0, ,2.02004,0.00345,
9/5/3737,DTXSID1045536,Disopyramide,C21H29N3O,0,0,,,0,0,0,0,52.4807,2.58155,0.000996,
636-47-5,DTXSID9045637,Stallimycin,C22H27N9O4,,,,,,,,, ,1.67655,9.01E-05,
97-77-8,DTXSID1021322,Tetraethylthiuram disulfide,C10H20N2S4,0,0,0.671490143,1.081069804,101.9063948,2.850734645,111.109134,1.318127869,29.7852,3.87676,0.00297,
298-04-4,DTXSID0022018,Disulfoton,C8H19O2PS3,0,0,0,0,0,0,0,0,47.863,4.0184,0.00293,
