DTXSID,PREFERRED NAME,CASRN,MOLECULAR FORMULA,MONOISOTOPIC MASS,HIT CALL,LXR_Emax,LXR_assay
DTXSID0026252,Triphenyl phosphite,101-02-0,C18H15O3P,310.075881,Inactive,0,0
DTXSID0026258,Tris(2-chloroethyl) phosphite,140-08-9,C6H12Cl3O3P,267.958964,Inactive,0,0
DTXSID0026838,Isopropyl tetradecanoate,110-27-0,C17H34O2,270.25588,Inactive,0,0
DTXSID0026880,"1,2-Ethanediol diacetate",111-55-7,C6H10O4,146.057909,Inactive,0,0
DTXSID0026913,Dodecane,112-40-3,C12H26,170.203451,Inactive,0,0
DTXSID0026915,1-Undecanol,112-42-5,C11H24O,172.182715,Inactive,0,0
DTXSID0026967,Diethylene glycol dibenzoate,120-55-8,C18H18O5,314.115424,Inactive,0,0
DTXSID0027014,2-Octanol,123-96-6,C8H18O,130.135765,Inactive,0,0
DTXSID0027191,"1,3-Cyclopentadiene",542-92-7,C5H6,66.04695,Inactive,0,0
DTXSID0027195,Hexadecane,544-76-3,C16H34,226.266051,Inactive,0,0
DTXSID0027222,Terpinolene,586-62-9,C10H16,136.125201,Inactive,0,0
DTXSID0027270,1-Pentadecanol,629-76-5,C15H32O,228.245316,Active,1.306375166,0.754781936
DTXSID0027301,"1,2-Cyclohexanediamine",694-83-7,C6H14N2,114.115698,Inactive,0,0
DTXSID0027432,3-Dimethylaminopropionitrile,1738-25-6,C5H10N2,98.084398,Inactive,0,0
DTXSID0027438,Dibutyl phosphite,1809-19-4,C8H19O3P,194.107181,Inactive,0,0
DTXSID0027561,"Dimethyl 3,3'-thiodipropionate",4131-74-2,C8H14O4S,206.06128,Inactive,0,0
DTXSID0027640,Malic acid,6915-15-7,C4H6O5,134.021523,Inactive,0,0
DTXSID0027721,4-(2-Phenylpropan-2-yl)-N-[4-(2-phenylpropan-2-yl)phenyl]aniline,10081-67-1,C30H31N,405.24565,Inactive,0,0
DTXSID0027729,Isomethyltetrahydrophthalic anhydride,11070-44-3,, ,Inactive,0,0
DTXSID0027771,"N-(1-Methylheptyl)-N'-phenyl-1,4-benzenediamine",15233-47-3,C20H28N2,296.225249,Active,0.913874093,0.901021221
DTXSID0027773,Trimethylolpropane triacrylate,15625-89-5,C15H20O6,296.125988,Active,1.581249579,1.358211743
DTXSID0027806,Potassium anilinoacetate,19525-59-8,C8H8KNO2,189.01921,Inactive,0,0
DTXSID0027852,Chlorotoluene,25168-05-2,, ,Inactive,0,0
DTXSID0027856,Dipropylene glycol,25265-71-8,C6H14O3,134.094294,Inactive,0,0
DTXSID0027981,"4-Amino-6-tert-butyl-3-thioxo-3,4-dihydro-1,2,4-triazin-5(2H)-one",33509-43-2,C7H12N4OS,200.073182,Inactive,0,0
DTXSID0027983,Dipropylene glycol monomethyl ether,34590-94-8,C7H16O3,148.109944,Inactive,0,0
DTXSID0028038,3-Iodo-2-propynyl-N-butylcarbamate,55406-53-6,C8H12INO2,280.99127,Inactive,0,0
DTXSID0028323,"Alcohols, C16-18",67762-27-0,, ,Inactive,0,0
DTXSID0028618,Diethylmethylbenzenediamine,68479-98-1,, ,Inactive,0,0
DTXSID0028666,"1,2-Benzenedicarboxylic acid, di-C9-11-branched alkyl esters, C10-rich",68515-49-1,, ,Inactive,0,0
DTXSID0029133,4-Hydroxyacetophenone,99-93-4,C8H8O2,136.052429,Inactive,0,0
DTXSID0029210,Butyltin trichloride,1118-46-3,C4H9Cl3Sn,281.879185,Inactive,0,0
DTXSID0029214,Methylionone,1335-46-2,, ,Inactive,0,0
DTXSID0029262,"2,6-Di-tert-butyl-4-ethylphenol",4130-42-1,C16H26O,234.198365,Active,1.014509059,1.193715864
DTXSID0029559,Diazolidinyl urea,78491-02-8,C8H14N4O7,278.086249,Inactive,0,0
DTXSID0029761,Sodium dichloroisocyanurate dihydrate,51580-86-0,C3H4Cl2N3NaO5,254.94257,Inactive,0,0
DTXSID0029848,"Acetic acid, C8-10-branched alkyl esters, C9-rich",108419-33-6,, ,Inactive,0,0
DTXSID0030162,2-Acetylthiazole,24295-03-2,C5H5NOS,127.009185,Inactive,0,0
DTXSID0032029,Scopolamine hydrobromide,114-49-8,C17H22BrNO4,383.073221,Inactive,0,0
DTXSID0032314,"4,4-Dimethyl oxazolidine",51200-87-4,C5H11NO,101.084064,Inactive,0,0
DTXSID0032316,"4-Chloro-3,5-dimethylphenol",88-04-0,C8H9ClO,156.034193,Active,1.288505844,0.624545595
DTXSID0032493,Triadimenol,55219-65-3,C14H18ClN3O2,295.108754,Inactive,0,0
DTXSID0032497,Triclopyr,55335-06-3,C7H4Cl3NO3,254.925676,Inactive,0,0
DTXSID0032520,Azoxystrobin,131860-33-8,C22H17N3O5,403.116821,Active,1.014528199,1.21793091
DTXSID0032572,Prallethrin,23031-36-9,C19H24O3,300.172545,Active,0.927793407,0.842755853
DTXSID0032578,Thiodicarb,59669-26-0,C10H18N4O4S3,354.049019,Inactive,0,0
DTXSID0032601,Cyproconazole,94361-06-5,C15H18ClN3O,291.11384,Active,0.704986621,1.477905804
DTXSID0032605,(+-)-Diclofop-methyl,51338-27-3,C16H14Cl2O4,340.026914,Inactive,0,0
DTXSID0032651,Thidiazuron,51707-55-2,C9H8N4OS,220.041882,Active,1.247591021,0.571257218
DTXSID0032655,Triticonazole,131983-72-7,C17H20ClN3O,317.12949,Inactive,0,0
DTXSID0034192,17beta-Trenbolone,10161-33-8,C18H22O2,270.16198,Inactive,0,0
DTXSID0034223,Tebufenpyrad,119168-77-3,C18H24ClN3O,333.16079,Inactive,0,0
DTXSID0034227,Icaridin,119515-38-7,C12H23NO3,229.167794,Inactive,0,0
DTXSID0034229,gamma-Nonanolactone,104-61-0,C9H16O2,156.11503,Inactive,0,0
DTXSID0034300,Acetamiprid,135410-20-7,C10H11ClN4,222.067224,Inactive,0,0
DTXSID0034518,Desmedipham,13684-56-5,C16H16N2O4,300.111007,Inactive,0,0
