PREFERRED NAME,DTXSID,CASRN,MOLECULAR FORMULA,MONOISOTOPIC MASS,PPARg_antagonist_ch1,PPARg_Emax,PPARg_assay
Butyl acetate,DTXSID3021982,123-86-4,C6H12O2,116.08373,Inactive,0,0
1-Dodecanamine,DTXSID3021984,124-22-1,C12H27N,185.21435,Inactive,0,0
Tributyl phosphate,DTXSID3021986,126-73-8,C12H27O4P,266.164696,Inactive,0,0
"1-Chloro-2-propanol, technical grade (~75% 1-chloro-2-propanol; ~25% 2-chloro-1-propanol)",DTXSID3021988,NOCAS_21988,, ,Inactive,0,0
[(1S)-endo]-(-)-Borneol,DTXSID3022035,464-45-9,C10H18O,154.135765,Inactive,0,0
3-Acetamidophenol,DTXSID3022089,621-42-1,C8H9NO2,151.063329,Inactive,0,0
4-Hydroxyazobenzene,DTXSID3022160,1689-82-3,C12H10N2O,198.079313,Inactive,0,0
Bromoxynil,DTXSID3022162,1689-84-5,C7H3Br2NO,274.85814,Inactive,0,0
2-Allylphenol,DTXSID3022164,1745-81-9,C9H10O,134.073165,Inactive,0,0
Nerolidol,DTXSID3022247,7212-44-4,C15H26O,222.198365,Inactive,0,0
Triphenylethylene,DTXSID3022320,58-72-0,C20H16,256.125201,Inactive,0,0
Rutin,DTXSID3022326,153-18-4,C27H30O16,610.153385,Inactive,0,0
Progesterone,DTXSID3022370,57-83-0,C21H30O2,314.22458,Inactive,0,0
"2,2′-Dihydroxy-4-methoxybenzophenone",DTXSID3022403,131-53-3,C14H12O4,244.073559,Inactive,0,0
2-Hydroxy-4-methoxybenzophenone,DTXSID3022405,131-57-7,C14H12O3,228.078644,Inactive,0,0
"4,4'-Sulfonyldiphenol",DTXSID3022409,1980/9/1,C12H10O4S,250.02998,Inactive,0,0
Dimethyl phthalate,DTXSID3022455,131-11-3,C10H10O4,194.057909,Inactive,0,0
4-Cumylphenol,DTXSID3022536,599-64-4,C15H16O,212.120115,Inactive,0,0
Ambenonium chloride,DTXSID3022582,115-79-7,C28H42Cl4N4O2,606.206187,Inactive,0,0
Amdinocillin,DTXSID3022584,32887-01-7,C15H23N3O3S,325.146013,Inactive,0,0
Amikacin,DTXSID3022586,37517-28-5,C22H43N5O13,585.285736,Inactive,0,0
Aminopterin,DTXSID3022588,54-62-6,C19H20N8O5,440.155666,Inactive,0,0
Anisindione,DTXSID3022611,117-37-3,C16H12O3,252.078644,Inactive,0,0
Arecoline,DTXSID3022617,63-75-2,C8H13NO2,155.094629,Inactive,0,0
Bepridil,DTXSID3022663,64706-54-3,C24H34N2O,366.267114,Inactive,0,0
Betamethasone,DTXSID3022667,378-44-9,C22H29FO5,392.199902,Inactive,0,0
Cefaclor,DTXSID3022748,53994-73-3,C15H14ClN3O4S,367.039355,Inactive,0,0
Chlormezanone,DTXSID3022798,80-77-3,C11H12ClNO3S,273.022642,Inactive,0,0
Cinnarizine,DTXSID3022821,298-57-7,C26H28N2,368.225249,Inactive,0,0
Cisapride,DTXSID3022825,81098-60-4,C23H29ClFN3O4,465.183062,Inactive,0,0
Clarithromycin,DTXSID3022829,81103-11-9,C38H69NO13,747.476891,Inactive,0,0
Cyclothiazide,DTXSID3022871,2259-96-3,C14H16ClN3O4S2,389.027076,Inactive,0,0
Cytarabine,DTXSID3022877,147-94-4,C9H13N3O5,243.085521,Inactive,0,0
Dexamethasone valerate,DTXSID3022904,33755-46-3,C27H37FO6,476.257417,Inactive,0,0
Dexpanthenol,DTXSID3022906,81-13-0,C9H19NO4,205.131408,Inactive,0,0
Diphenidol,DTXSID3022950,972-02-1,C21H27NO,309.209264,Inactive,0,0
Sodium diethyldithiocarbamate,DTXSID3022956,148-18-5,C5H10NNaS2,171.015236,Inactive,0,0
DL-Dobutamine,DTXSID3022958,34368-04-2,C18H23NO3,301.167794,Inactive,0,0
Ethamivan,DTXSID3023007,304-84-7,C12H17NO3,223.120843,Inactive,0,0
Feprazone,DTXSID3023051,30748-29-9,C20H20N2O2,320.152478,Inactive,0,0
Floxuridine,DTXSID3023057,50-91-9,C9H11FN2O5,246.0652,Inactive,0,0
Flucytosine,DTXSID3023059,2022-85-7,C4H4FN3O,129.03384,Inactive,0,0
Hydroflumethiazide,DTXSID3023132,135-09-1,C8H8F3N3O4S2,330.990833,Inactive,0,0
Itraconazole,DTXSID3023180,84625-61-6,C35H38Cl2N8O4,704.239307,Inactive,0,0
Ketanserin,DTXSID3023188,74050-98-9,C22H22FN3O3,395.16452,Inactive,0,0
Meprobamate,DTXSID3023261,57-53-4,C9H18N2O4,218.126657,Inactive,0,0
Mesoridazine,DTXSID3023265,5588-33-0,C21H26N2OS2,386.148656,Inactive,0,0
Metaxalone,DTXSID3023269,1665-48-1,C12H15NO3,221.105193,Inactive,0,0
Mycophenolate mofetil,DTXSID3023340,128794-94-5,C23H31NO7,433.210052,Inactive,0,0
Nadolol,DTXSID3023342,42200-33-9,C17H27NO4,309.194008,Inactive,0,0
(-)-Paroxetine,DTXSID3023425,61869-08-7,C19H20FNO3,329.142722,Inactive,0,0
Pemoline,DTXSID3023427,2152-34-3,C9H8N2O2,176.058578,Inactive,0,0
Physostigmine,DTXSID3023471,57-47-6,C15H21N3O2,275.163377,Inactive,0,0
Pipemidic acid,DTXSID3023479,51940-44-4,C14H17N5O3,303.133139,Inactive,0,0
Prednisolone acetate,DTXSID3023502,52-21-1,C23H30O6,402.204239,Inactive,0,0
Prifinium bromide,DTXSID3023508,4630-95-9,C22H28BrN,385.140513,Inactive,0,0
Raloxifene,DTXSID3023550,84449-90-1,C28H27NO4S,473.16608,Inactive,0,0
Retinol,DTXSID3023556,68-26-8,C20H30O,286.229666,Active,37.20941583,0.988857374
Tolcapone,DTXSID3023685,134308-13-7,C14H11NO5,273.063722,Active,37.64122427,1.667481537
(R)-(+)-Tolterodine,DTXSID3023687,124937-51-5,C22H31NO,325.240565,Inactive,0,0
Trimethoprim,DTXSID3023712,738-70-5,C14H18N4O3,290.13789,Inactive,0,0
Trioxsalen,DTXSID3023716,3902-71-4,C14H12O3,228.078644,Inactive,0,0
Triprolidine,DTXSID3023718,486-12-4,C19H22N2,278.178299,Inactive,0,0
Benzo[e]pyrene,DTXSID3023764,192-97-2,C20H12,252.0939,Inactive,0,0
Acenaphthylene,DTXSID3023845,208-96-8,C12H8,152.0626,Inactive,0,0
Triadimefon,DTXSID3023897,43121-43-3,C14H16ClN3O2,293.093104,Inactive,0,0
Benfluralin,DTXSID3023899,1861-40-1,C13H16F3N3O4,335.10929,Inactive,0,0
4-Chlorophenyl methyl sulfone,DTXSID3023974,98-57-7,C7H7ClO2S,189.985528,Inactive,0,0
"1,4-Dithiane",DTXSID3024077,505-29-3,C4H8S2,120.006743,Inactive,0,0
Ethyl phthalyl ethyl glycolate,DTXSID3024100,84-72-0,C14H16O6,280.094688,Inactive,0,0
Fenamiphos,DTXSID3024102,22224-92-6,C13H22NO3PS,303.105802,Inactive,0,0
Fluoranthene,DTXSID3024104,206-44-0,C16H10,202.07825,Inactive,0,0
Flurprimidol,DTXSID3024108,56425-91-3,C15H15F3N2O2,312.108562,Inactive,0,0
Imazaquin,DTXSID3024152,81335-37-7,C17H17N3O3,311.126991,Inactive,0,0
Iprodione,DTXSID3024154,36734-19-7,C13H13Cl2N3O3,329.033397,Inactive,0,0
Flusilazole,DTXSID3024235,85509-19-9,C16H15F2N3Si,315.10033,Inactive,0,0
Oxadiazon,DTXSID3024239,19666-30-9,C15H18Cl2N2O3,344.069448,Inactive,0,0
Imazethapyr,DTXSID3024287,81335-77-5,C15H19N3O3,289.142641,Inactive,0,0
Pyrene,DTXSID3024289,129-00-0,C16H10,202.07825,Inactive,0,0
Tebuthiuron,DTXSID3024316,34014-18-1,C9H16N4OS,228.104482,Inactive,0,0
Terbutryn,DTXSID3024318,886-50-0,C10H19N5S,241.136117,Inactive,0,0
"1,1,2-Trichloropropane",DTXSID3024362,598-77-6,C3H5Cl3,145.945683,Inactive,0,0
Triethylamine,DTXSID3024366,121-44-8,C6H15N,101.120449,Inactive,0,0
2-[2-(2-Ethoxyethoxy)ethoxy]ethanol,DTXSID3024368,112-50-5,C8H18O4,178.120509,Inactive,0,0
Allyl anthranilate,DTXSID3024441,7493-63-2,C10H11NO2,177.078979,Inactive,0,0
Allyl nonanoate,DTXSID3024447,7493-72-3,C12H22O2,198.16198,Inactive,0,0
Allylthiourea,DTXSID3024449,109-57-9,C4H8N2S,116.040819,Inactive,0,0
2-Amino-6-nitrobenzothiazole,DTXSID3024491,6285-57-0,C7H5N3O2S,195.010248,Inactive,0,0
3-Aminophenol,DTXSID3024497,591-27-5,C6H7NO,109.052764,Inactive,0,0
4-Aminophenol,DTXSID3024499,123-30-8,C6H7NO,109.052764,Inactive,0,0
Pentyl nitrite,DTXSID3024522,463-04-7,C5H11NO2,117.078979,Inactive,0,0
Anise oil,DTXSID3024528,8007-70-3,, ,Inactive,0,0
2-Benzimidazolylurea,DTXSID3024574,24370-25-0,C8H8N4O,176.069811,Inactive,0,0
Beryllium sulfate tetrahydrate,DTXSID3024603,7787-56-6,BeH8O8S,177.006171,Inactive,0,0
3-Bromo-1-propanol,DTXSID3024657,627-18-9,C3H7BrO,137.968028,Inactive,0,0
3-Bromotoluene,DTXSID3024659,591-17-3,C7H7Br,169.973113,Inactive,0,0
Carveol,DTXSID3024736,99-48-9,C10H16O,152.120115,Inactive,0,0
Carvyl acetate,DTXSID3024738,97-42-7,C12H18O2,194.13068,Inactive,0,0
Chlorogenic acid,DTXSID3024786,327-97-9,C16H18O9,354.095082,Inactive,0,0
3-Chloro-2-methylaniline,DTXSID3024815,87-60-5,C7H8ClN,141.034527,Inactive,0,0
Cresyl diphenyl phosphate,DTXSID3024861,26444-49-5,, ,Inactive,0,0
Cumene hydroperoxide,DTXSID3024869,80-15-9,C9H12O2,152.08373,Inactive,0,0
Dibromoacetonitrile,DTXSID3024940,3252-43-5,C2HBr2N,196.847575,Inactive,0,0
"(2E)-2,3-Dibromo-2-butene-1,4-diol",DTXSID3024942,21285-46-1,C4H6Br2O2,243.873455,Inactive,0,0
"1,2-Dibromo-2,4-dicyanobutane",DTXSID3024944,35691-65-7,C6H6Br2N2,263.889774,Active,101.0285562,0.875106912
Sodium dichloroisocyanurate,DTXSID3024994,2893-78-9,C3Cl2N3NaO3,218.921441,Inactive,0,0
"2,4-Dichloro-1-nitrobenzene",DTXSID3024998,611-06-3,C6H3Cl2NO2,190.954084,Inactive,0,0
Diethyl carbonate,DTXSID3025041,105-58-8,C5H10O3,118.062994,Inactive,0,0
Diethylene glycol diacrylate,DTXSID3025045,4074-88-8,C10H14O5,214.084124,Active,81.11603979,1.152109264
Diethylene glycol diethyl ether,DTXSID3025047,112-36-7,C8H18O3,162.125594,Inactive,0,0
Diethylene glycol monomethyl ether,DTXSID3025049,111-77-3,C5H12O3,120.078644,Inactive,0,0
C.I. Disperse Black 6,DTXSID3025091,119-90-4,C14H16N2O2,244.121178,Inactive,0,0
"4,4'-Dimethoxydiphenylamine",DTXSID3025093,101-70-2,C14H15NO2,229.110279,Inactive,0,0
Dimethyl glutarate,DTXSID3025122,1119-40-0,C7H12O4,160.073559,Inactive,0,0
"1,3-Diphenylguanidine",DTXSID3025178,102-06-7,C13H13N3,211.110947,Inactive,0,0
C.I. Direct Red 2,DTXSID3025203,992-59-6,C34H26N6Na2O6S2,724.115063,Inactive,0,0
C.I. Disperse Blue 27,DTXSID3025209,15791-78-3,C22H16N2O7,420.095751,Inactive,0,0
Ergotamine D-tartrate,DTXSID3025253,379-79-3,C70H76N10O16,1312.544076,Inactive,0,0
Ethacrynic acid,DTXSID3025257,58-54-8,C13H12Cl2O4,302.011264,Active,75.49256112,1.1
2-Fluorobenzoyl chloride,DTXSID3025330,393-52-2,C7H4ClFO,157.993471,Inactive,0,0
4-Fluoro-dl-phenylalanine,DTXSID3025332,51-65-0,C9H10FNO2,183.069557,Inactive,0,0
Formanilide,DTXSID3025338,103-70-8,C7H7NO,121.052764,Inactive,0,0
Isobutyl methacrylate,DTXSID3025461,97-86-9,C8H14O2,142.09938,Inactive,0,0
Isodecyl diphenyl phosphate,DTXSID3025465,29761-21-5,, ,Inactive,0,0
Isopentyl alcohol,DTXSID3025469,123-51-3,C5H12O,88.088815,Inactive,0,0
Thimerosal,DTXSID3025540,54-64-8,C9H9HgNaO2S,405.992738,Inactive,0,0
Methacrylic acid,DTXSID3025542,79-41-4,C4H6O2,86.036779,Inactive,0,0
Methylcyclopentane,DTXSID3025590,96-37-7,C6H12,84.0939,Inactive,0,0
2-Methyl-4-nitroaniline,DTXSID3025629,99-52-5,C7H8N2O2,152.058578,Inactive,0,0
Methyl vinyl ketone,DTXSID3025671,78-94-4,C4H6O,70.041865,Inactive,0,0
Neohesperidin dihydrochalcone,DTXSID3025706,20702-77-6,C28H36O15,612.20542,Inactive,0,0
1-Nitrohexane,DTXSID3025758,646-14-0,C6H13NO2,131.094629,Inactive,0,0
"2,4-Dichloro-1-(trichloromethyl)benzene",DTXSID3025839,13014-18-1,C7H3Cl5,261.867739,Inactive,0,0
"1,2-Phenylenediamine",DTXSID3025881,95-54-5,C6H8N2,108.068748,Inactive,0,0
N-Phenylhydroxylamine,DTXSID3025889,100-65-2,C6H7NO,109.052764,Inactive,0,0
"C.I. Acid Blue 1, sodium salt",DTXSID3026065,129-17-9,C27H31N2NaO6S2,566.152123,Inactive,0,0
Sulfapyridine,DTXSID3026067,144-83-2,C11H11N3O2S,249.057198,Inactive,0,0
alpha-Thujone,DTXSID3026148,546-80-5,C10H16O,152.120115,Inactive,0,0
"2,2',4'-Trichloroacetophenone",DTXSID3026190,4252-78-2,C8H5Cl3O,221.940598,Active,112.950955,1.383284657
Triethylene glycol diacetate,DTXSID3026223,111-21-7,C10H18O6,234.110338,Inactive,0,0
Valeronitrile,DTXSID3026275,110-59-8,C5H9N,83.073499,Inactive,0,0
Indigo dye,DTXSID3026279,482-89-3,C16H10N2O2,262.074228,Inactive,0,0
Sodium xylenesulfonate,DTXSID3026302,1300-72-7,, ,Inactive,0,0
"2,3-Xylidine",DTXSID3026304,87-59-2,C8H11N,121.089149,Inactive,0,0
"2,5-Dimethylaniline",DTXSID3026306,95-78-3,C8H11N,121.089149,Inactive,0,0
"3,4-Dimethylaniline",DTXSID3026308,95-64-7,C8H11N,121.089149,Inactive,0,0
Didecyl phthalate,DTXSID3026512,84-77-5,C28H46O4,446.33961,Inactive,0,0
Phthalimide,DTXSID3026514,85-41-6,C8H5NO2,147.032028,Inactive,0,0
Tetrahydrophthalic anhydride,DTXSID3026516,85-43-8,C8H8O3,152.047344,Inactive,0,0
3-Hydroxy-2-naphthoic acid,DTXSID3026560,92-70-6,C11H8O3,188.047344,Inactive,0,0
N-(2-Methylphenyl)-3-oxobutanamide,DTXSID3026562,93-68-5,C11H13NO2,191.094629,Inactive,0,0
Triethylene glycol bis(2-ethylhexanoate),DTXSID3026564,94-28-0,C22H42O6,402.298139,Inactive,0,0
"Dimethyl cyclohexane-1,4-dicarboxylate",DTXSID3026566,94-60-0,C10H16O4,200.104859,Inactive,0,0
"1,3-Benzenedicarbonyl dichloride",DTXSID3026641,99-63-8,C8H4Cl2O2,201.958835,Inactive,0,0
p-Cymene,DTXSID3026645,99-87-6,C10H14,134.10955,Inactive,0,0
4-Hydroxybenzoic acid,DTXSID3026647,99-96-7,C7H6O3,138.031694,Inactive,0,0
Triacetin,DTXSID3026691,102-76-1,C9H14O6,218.079038,Inactive,0,0
Bis(2-ethylhexyl) nonanedioate,DTXSID3026697,103-24-2,C25H48O4,412.35526,Inactive,0,0
Dibutyl maleate,DTXSID3026724,105-76-0,C12H20O4,228.136159,Inactive,0,0
Citronellol,DTXSID3026726,106-22-9,C10H20O,156.151415,Inactive,0,0
(Z)-Nerol,DTXSID3026728,106-25-2,C10H18O,154.135765,Inactive,0,0
3-Methoxypropionitrile,DTXSID3026851,110-67-8,C4H7NO,85.052764,Inactive,0,0
1-Octadecene,DTXSID3026932,112-88-9,C18H36,252.281701,Inactive,0,0
2-Chloro-1-methyl-4-nitrobenzene,DTXSID3026984,121-86-8,C7H6ClNO2,171.008706,Inactive,0,0
Sulfolane,DTXSID3027037,126-33-0,C4H8O2S,120.024501,Inactive,0,0
Dipentaerythritol,DTXSID3027039,126-58-9,C10H22O7,254.136553,Inactive,0,0
Bis[2-(2-butoxyethoxy)ethyl] adipate,DTXSID3027085,141-17-3,C22H42O8,434.287968,Inactive,0,0
Chloro(methyl)diphenylsilane,DTXSID3027116,144-79-6,C13H13ClSi,232.047505,Inactive,0,0
2-Chlorobenzyl chloride,DTXSID3027241,611-19-8,C7H6Cl2,159.984656,Inactive,0,0
2-Phenylpropan-2-ol,DTXSID3027247,617-94-7,C9H12O,136.088815,Inactive,0,0
4-Carboxybenzaldehyde,DTXSID3027249,619-66-9,C8H6O3,150.031694,Inactive,0,0
Tetramethyl orthosilicate,DTXSID3027291,681-84-5,C4H12O4Si,152.050485,Inactive,0,0
2-Ethylhexyl 2-methyl-2-propenoate,DTXSID3027293,688-84-6,C12H22O2,198.16198,Inactive,0,0
2-Chloroethyl ethyl sulfide,DTXSID3027295,693-07-2,C4H9ClS,124.011349,Inactive,0,0
Dodecanedioic acid,DTXSID3027297,693-23-2,C12H22O4,230.151809,Inactive,0,0
Sodium 4-nitrophenolate,DTXSID3027320,824-78-2,C6H4NNaO3,161.008887,Inactive,0,0
Cyclododecanone,DTXSID3027322,830-13-7,C12H22O,182.167065,Inactive,0,0
Sodium hydroxymethanesulfonate,DTXSID3027328,870-72-4,CH3NaO4S,133.964974,Inactive,0,0
Trimethoxymethylsilane,DTXSID3027370,1185-55-3,C4H12O3Si,136.055571,Inactive,0,0
4-Thiazolecarbonitrile,DTXSID3027401,1452-15-9,C4H2N2S,109.993869,Inactive,0,0
Tributyltin chloride,DTXSID3027403,1461-22-9,C12H27ClSn,326.082331,Inactive,0,0
"(2Z)-1,4-Dichlorobut-2-ene",DTXSID3027405,1476-11-5,C4H6Cl2,123.984656,Inactive,0,0
Ethyl dichlorophosphate,DTXSID3027407,1498-51-7,C2H5Cl2O2P,161.940422,Inactive,0,0
"1,1,1-Trimethylolpropane trimethacrylate",DTXSID3027530,3290-92-4,C18H26O6,338.172939,Inactive,0,0
(3-Chloro-2-hydroxypropyl)trimethylammonium chloride,DTXSID3027534,3327-22-8,C6H15Cl2NO,187.053069,Inactive,0,0
Octadecyl chloride,DTXSID3027536,3386-33-2,C18H37Cl,288.258379,Inactive,0,0
1-Chlorohexadecane,DTXSID3027580,4860/3/1,C16H33Cl,260.227079,Inactive,0,0
"N,N-Dicyclohexyl-2-benzothiazolesulfenamide",DTXSID3027584,4979-32-2,C19H26N2S2,346.153741,Inactive,0,0
(2-(Methacryloyloxy)ethyl)trimethylammonium chloride,DTXSID3027586,5039-78-1,C9H18ClNO2,207.102607,Inactive,0,0
"1,1-Methylenebis(4-isocyanatocyclohexane)",DTXSID3027588,5124-30-1,C15H22N2O2,262.168128,Inactive,0,0
Tris(2-chloropropyl) phosphate,DTXSID3027615,6145-73-9,C9H18Cl3O4P,326.000829,Inactive,0,0
Dimethyl succinylsuccinate,DTXSID3027617,6289-46-9,C10H12O6,228.063388,Inactive,0,0
2-Ethylhexyl acid phosphate,DTXSID3027740,12645-31-7,, ,Active,38.32337447,1.200638014
"2-(Chloromethyl)-1H-isoindole-1,3(2H)-dione",DTXSID3027790,17564-64-6,C9H6ClNO2,195.008706,Inactive,0,0
Ethyltriacetoxysilane,DTXSID3027792,17689-77-9,C8H14O6Si,234.055965,Inactive,0,0
N-Ethyl-2-methylallylamine,DTXSID3027798,18328-90-0,C6H13N,99.104799,Inactive,0,0
Methyltri(2-butanoneoximyl)silane,DTXSID3027823,22984-54-9,C13H27N3O3Si,301.182168,Inactive,0,0
"2,5,8,11-Tetraoxatridecan-13-ol",DTXSID3027829,23783-42-8,C9H20O5,208.131074,Inactive,0,0
Glyceryl monooleate,DTXSID3027875,25496-72-4,, ,Inactive,0,0
Diisodecylphenyl phosphite,DTXSID3027877,25550-98-5,, ,Inactive,0,0
Methylcyclopentadiene dimer,DTXSID3027902,26472-00-4,, ,Inactive,0,0
Trimethylolpropane ethoxylate triacrylate,DTXSID3027950,28961-43-5,(C2H4O)n(C2H4O)n(C2H4O)nC15H20O6, ,Active,75.81094479,1.191630652
"4,4'-(4,4'-Isopropylidenediphenoxy)bisphthalic dianhydride",DTXSID3028001,38103-06-9,C31H20O8,520.115818,Inactive,0,0
3-Phenoxybenzaldehyde,DTXSID3028005,39515-51-0,C13H10O2,198.06808,Inactive,0,0
Tetramethylammonium hydroxide,DTXSID3029108,75-59-2,C4H13NO,91.099714,Inactive,0,0
"2-Amino-2-ethyl-1,3-propanediol",DTXSID3029150,115-70-8,C5H13NO2,119.094629,Inactive,0,0
1-Methoxy-4-methyl-2-nitrobenzene,DTXSID3029152,119-10-8,C8H9NO3,167.058243,Inactive,0,0
Cyclopentanone,DTXSID3029154,120-92-3,C5H8O,84.057515,Inactive,0,0
"1,4-Piperazinediethanol",DTXSID3029158,122-96-3,C8H18N2O2,174.136828,Inactive,0,0
"2-Methylpropane-1,3-diol",DTXSID3029231,2163-42-0,C4H10O2,90.06808,Inactive,0,0
Benzophenonetetracarboxylic dianhydride,DTXSID3029233,2421-28-5,C17H6O7,322.011353,Inactive,0,0
1-Tridecene,DTXSID3029235,2437-56-1,C13H26,182.203451,Inactive,0,0
3-(Trimethoxysilyl)propyl methacrylate,DTXSID3029237,2530-85-0,C10H20O5Si,248.108,Inactive,0,0
n-Undecylbenzene,DTXSID3029281,6742-54-7,C17H28,232.219101,Inactive,0,0
Antimony triacetate,DTXSID3029283,6923-52-0,C6H9O6Sb,297.94372,Inactive,0,0
4-Methylmorpholine 4-oxide,DTXSID3029287,7529-22-8,C5H11NO2,117.078979,Inactive,0,0
"7a-Ethyldihydro-1H,3H,5H-oxazolo(3,4-c)oxazole",DTXSID3029289,7747-35-5,C7H13NO2,143.094629,Inactive,0,0
"N,N-Bis(4-tert-octylphenyl)amine",DTXSID3029310,15721-78-5,C28H43N,393.33955,Inactive,0,0
6-Hydroxy-2-naphthoic acid,DTXSID3029312,16712-64-4,C11H8O3,188.047344,Inactive,0,0
"4,4,15,15-Tetraethoxy-3,16-dioxa-8,9,10,11-tetrathia-4,15-disilaoctadecane",DTXSID3029362,40372-72-3,C18H42O6S4Si2,538.140277,Inactive,0,0
4-Methoxy-2-methyl-N-phenylaniline,DTXSID3029364,41317-15-1,C14H15NO,213.115364,Inactive,0,0
Benoxacor,DTXSID3029572,98730-04-2,C11H11Cl2NO2,259.016684,Inactive,0,0
Triethylene glycol dimethacrylate,DTXSID3029607,109-16-0,C14H22O6,286.141638,Inactive,0,0
"Carbonic acid, strontium salt (1:1)",DTXSID3029651,1633-05-2,CO3Sr,147.890357,Inactive,0,0
Ammonium isothiocyanate,DTXSID3029653,1762-95-4,CH4N2S,76.009519,Inactive,0,0
"2,2,6,6-Tetramethyl- 4-piperidinol",DTXSID3029655,2403-88-5,C9H19NO,157.146664,Inactive,0,0
"Tridecylamine, branched and linear",DTXSID3029815,86089-17-0,, ,Inactive,0,0
Bezafibrate,DTXSID3029869,41859-67-0,C19H20ClNO4,361.108086,Inactive,0,0
"2,2',4,4'-Tetrabromodiphenyl ether",DTXSID3030056,5436-43-1,C12H6Br4O,481.715217,Inactive,0,0
2-Biphenylamine,DTXSID3030189,90-41-5,C12H11N,169.089149,Inactive,0,0
5-(Hydroxymethyl)-2-furfural,DTXSID3030428,67-47-0,C6H6O3,126.031694,Inactive,0,0
Doxorubicin hydrochloride,DTXSID3030636,25316-40-9,C27H30ClNO11,579.150738,Active,38.81479677,2.799335476
Indium phosphide,DTXSID3031444,22398-80-7,InP,145.877641,Inactive,0,0
Isopropenyl acetate,DTXSID3031492,108-22-5,C5H8O2,100.052429,Inactive,0,0
Lead(II) acetate trihydrate,DTXSID3031521,6080-56-4,C4H12O7Pb,380.034956,Inactive,0,0
Perfluorodecanoic acid,DTXSID3031860,335-76-2,C10HF19O2,513.967314,Inactive,0,0
Perfluorohexanoic acid,DTXSID3031862,307-24-4,C6HF11O2,313.980089,Inactive,0,0
Perfluorooctanesulfonic acid,DTXSID3031864,1763-23-1,C8HF17O3S,499.937494,Inactive,0,0
"Tetrabromobisphenol A-bis(2,3-dibromopropyl ether)",DTXSID3032129,21850-44-2,C21H20Br8O2,935.493034,Inactive,0,0
Butralin,DTXSID3032337,33629-47-9,C14H21N3O4,295.153206,Inactive,0,0
Farnesol,DTXSID3032389,4602-84-0,C15H26O,222.198365,Inactive,0,0
Imazamethabenz-methyl,DTXSID3032412,81405-85-8,C16H20N2O3,288.147393,Inactive,0,0
Cybutryne,DTXSID3032416,28159-98-0,C11H19N5S,253.136117,Inactive,0,0
Profenofos,DTXSID3032464,41198-08-7,C11H15BrClO3PS,371.935143,Inactive,0,0
Etridiazole,DTXSID3032547,2593-15-9,C5H5Cl3N2OS,245.918817,Inactive,0,0
Fenhexamid,DTXSID3032549,126833-17-8,C14H17Cl2NO2,301.063634,Inactive,0,0
"1-Bromo-3-chloro-5,5-dimethylhydantoin",DTXSID3032591,16079-88-2,C5H6BrClN2O2,239.930118,Inactive,0,0
Hexaflumuron,DTXSID3032620,86479-06-3,C16H8Cl2F6N2O3,459.981616,Inactive,0,0
Hymexazol,DTXSID3032622,10004-44-1,C4H5NO2,99.032028,Inactive,0,0
Kinoprene,DTXSID3032624,42588-37-4,C18H28O2,276.20893,Inactive,0,0
Methoxyfenozide,DTXSID3032628,161050-58-4,C22H28N2O3,368.209993,Inactive,0,0
"1,3-Diiminobenz(f)isoindoline",DTXSID3032751,65558-69-2,C12H9N3,195.079647,Inactive,0,0
"1,4,5-Trihydroxynaphthalene",DTXSID3032759,481-40-3,C10H8O3,176.047344,Inactive,0,0
"2,3-Dibromopropionic acid",DTXSID3032832,600-05-5,C3H4Br2O2,229.857805,Inactive,0,0
Butyl dipropasol solvent,DTXSID3033276,29911-27-1,C9H20O3,176.141245,Inactive,0,0
Cetylpyridinium bromide,DTXSID3033307,140-72-7,C21H38BrN,383.218763,Inactive,0,0
Fluorosulfonic acid,DTXSID3033511,7789-21-1,FHO3S,99.963043,Inactive,0,0
Fumaryl chloride,DTXSID3033519,627-63-4,C4H2Cl2O2,151.943185,Inactive,0,0
Sodium hydrogen sulfate,DTXSID3033983,7681-38-1,HNaO4S,119.949324,Inactive,0,0
Sodium zomepirac,DTXSID3033989,64092-48-4,C15H13ClNNaO3,313.048165,Inactive,0,0
4-Hydroxyandrostenedione,DTXSID3034113,566-48-3,C19H26O3,302.188195,Inactive,0,0
"5,5-Dimethyl-3-(alpha,alpha,alpha-trifluoro-4-nitro-m-tolyl)hydantoin",DTXSID3034165,63612-50-0,C12H10F3N3O4,317.06234,Inactive,0,0
Butachlor,DTXSID3034402,23184-66-9,C17H26ClNO2,311.165207,Active,33.8944206,2.370242755
Cinmethylin,DTXSID3034456,87818-31-3,C18H26O2,274.19328,Inactive,0,0
Thiophanate,DTXSID3034531,23564-06-9,C14H18N4O4S2,370.076947,Inactive,0,0
Ethyl 1-naphthaleneacetate,DTXSID3034583,2122-70-5,C14H14O2,214.09938,Inactive,0,0
Fluazifop-butyl,DTXSID3034612,69806-50-4,C19H20F3NO4,383.134443,Inactive,0,0
Flucarbazone-sodium,DTXSID3034614,181274-17-9,C12H10F3N4NaO6S,418.017084,Inactive,0,0
Flufenpyr-ethyl,DTXSID3034618,188489-07-8,C16H13ClF4N2O4,408.049997,Inactive,0,0
Imazalil sulfate,DTXSID3034662,58594-72-2,C14H16Cl2N2O5S,394.015698,Inactive,0,0
Imazamox,DTXSID3034664,114311-32-9,C15H19N3O4,305.137556,Inactive,0,0
